date,rot,team,odds,type
2018-06-11T05:30:08Z,7001,J Rose,108,OPENER
2018-06-11T05:30:08Z,7002,J Thomas,104,OPENER
2018-06-11T05:30:08Z,7003,D Johnson,150,OPENER
2018-06-11T05:30:08Z,7004,R McIlroy,+133,OPENER
2018-06-11T05:30:08Z,7005,D Johnson,200,OPENER
2018-06-11T05:30:08Z,7006,J Day,+176,OPENER
2018-06-11T05:30:08Z,7007,R McIlroy,125,OPENER
2018-06-11T05:30:08Z,7008,J Thomas,+111,OPENER
2018-06-11T05:30:08Z,7009,J Rose,138,OPENER
2018-06-11T05:30:08Z,7010,R Fowler,+123,OPENER
2018-06-11T05:30:22Z,7011,D Johnson,225,OPENER
2018-06-11T05:30:22Z,7012,R Fowler,+197,OPENER
2018-06-11T05:30:22Z,7013,J Day,121,OPENER
2018-06-11T05:30:22Z,7014,R Fowler,+108,OPENER
2018-06-11T05:30:23Z,7015,D Johnson,180,OPENER
2018-06-11T05:30:23Z,7016,J Thomas,+159,OPENER
2018-06-11T05:30:23Z,7017,D Johnson,180,OPENER
2018-06-11T05:30:23Z,7018,J Rose,+159,OPENER
2018-06-11T05:30:23Z,7019,R McIlroy,143,OPENER
2018-06-11T05:30:23Z,7020,J Day,+127,OPENER
2018-06-11T05:30:23Z,7021,R McIlroy,125,OPENER
2018-06-11T05:30:23Z,7022,J Rose,+111,OPENER
2018-06-11T05:30:23Z,7023,J Rose,124,OPENER
2018-06-11T05:30:23Z,7024,J Day,+110,OPENER
2018-06-11T05:30:23Z,7025,J Spieth,180,OPENER
2018-06-11T05:30:23Z,7026,H Stenson,+159,OPENER
2018-06-11T05:31:05Z,7027,R McIlroy,160,OPENER
2018-06-11T05:31:05Z,7028,R Fowler,+142,OPENER
2018-06-11T05:31:19Z,7029,J Spieth,180,OPENER
2018-06-11T05:31:19Z,7030,H Matsuyama,+159,OPENER
2018-06-11T05:31:20Z,7031,J Spieth,121,OPENER
2018-06-11T05:31:20Z,7032,T Woods,+108,OPENER
2018-06-11T05:31:33Z,7033,J Rahm,+107,OPENER
2018-06-11T05:31:33Z,7034,T Woods,120,OPENER
2018-06-11T05:31:34Z,7035,J Spieth,121,OPENER
2018-06-11T05:31:34Z,7036,J Rahm,+108,OPENER
2018-06-11T05:31:47Z,7035,J Spieth,-135,
2018-06-11T05:31:47Z,7036,J Rahm,+120,
2018-06-11T05:31:47Z,7037,J Spieth,120,OPENER
2018-06-11T05:31:47Z,7038,B Koepka,+107,OPENER
2018-06-11T05:31:47Z,7039,J Thomas,124,OPENER
2018-06-11T05:31:47Z,7040,J Day,+110,OPENER
2018-06-11T05:32:01Z,7041,J Thomas,135,OPENER
2018-06-11T05:32:01Z,7042,R Fowler,+120,OPENER
2018-06-11T05:32:20Z,7043,J Rahm,+107,OPENER
2018-06-11T05:32:20Z,7044,B Koepka,120,OPENER
2018-06-11T05:32:20Z,7045,J Rahm,150,OPENER
2018-06-11T05:32:20Z,7046,H Matsuyama,+133,OPENER
2018-06-11T05:32:20Z,7047,J Rahm,150,OPENER
2018-06-11T05:32:20Z,7048,H Stenson,+133,OPENER
2018-06-11T05:32:20Z,7049,T Woods,108,OPENER
2018-06-11T05:32:20Z,7050,B Koepka,104,OPENER
2018-06-11T05:32:34Z,7049,T Woods,-106,
2018-06-11T05:32:34Z,7050,B Koepka,-106,
2018-06-11T05:32:34Z,7051,T Woods,160,OPENER
2018-06-11T05:32:34Z,7052,H Stenson,+142,OPENER
2018-06-11T05:34:30Z,7053,T Woods,160,OPENER
2018-06-11T05:34:30Z,7054,H Matsuyama,+142,OPENER
2018-06-11T05:34:31Z,7055,B Koepka,160,OPENER
2018-06-11T05:34:31Z,7056,H Stenson,+142,OPENER
2018-06-11T05:34:31Z,7057,B Koepka,160,OPENER
2018-06-11T05:34:31Z,7058,H Matsuyama,+142,OPENER
2018-06-11T05:34:45Z,7059,P Mickelson,114,OPENER
2018-06-11T05:34:45Z,7060,B Grace,+101,OPENER
2018-06-11T05:34:45Z,7061,P Reed,106,OPENER
2018-06-11T05:34:45Z,7062,S Garcia,106,OPENER
2018-06-11T05:34:59Z,7063,P Reed,106,OPENER
2018-06-11T05:34:59Z,7064,T Fleetwood,106,OPENER
2018-06-11T05:34:59Z,7065,B Grace,125,OPENER
2018-06-11T05:34:59Z,7066,B Dechambeau,+111,OPENER
2018-06-11T05:35:13Z,7067,M Leishman,114,OPENER
2018-06-11T05:35:13Z,7068,F Molinari,+101,OPENER
2018-06-11T05:35:13Z,7069,P Casey,116,OPENER
2018-06-11T05:35:13Z,7070,A Noren,+103,OPENER
2018-06-11T05:35:44Z,7071,H Stenson,106,OPENER
2018-06-11T05:35:44Z,7072,H Matsuyama,106,OPENER
2018-06-11T05:35:45Z,7073,P Casey,116,OPENER
2018-06-11T05:35:45Z,7074,L Oosthuizen,+103,OPENER
2018-06-11T05:35:45Z,7075,P Mickelson,140,OPENER
2018-06-11T05:35:45Z,7076,B Dechambeau,+124,OPENER
2018-06-11T05:35:59Z,7077,M Leishman,106,OPENER
2018-06-11T05:35:59Z,7078,P Cantlay,106,OPENER
2018-06-11T05:35:59Z,7079,W Simpson,106,OPENER
2018-06-11T05:35:59Z,7080,B Watson,106,OPENER
2018-06-11T05:35:59Z,7081,T Fleetwood,106,OPENER
2018-06-11T05:35:59Z,7082,S Garcia,106,OPENER
2018-06-11T05:36:13Z,7083,A Noren,106,OPENER
2018-06-11T05:36:13Z,7084,L Oosthuizen,106,OPENER
2018-06-11T05:36:31Z,7085,W Simpson,137,OPENER
2018-06-11T05:36:31Z,7086,M Kuchar,+122,OPENER
2018-06-11T05:36:31Z,7087,T Finau,120,OPENER
2018-06-11T05:36:31Z,7088,X Schauffele,+107,OPENER
2018-06-11T05:36:31Z,7089,P Cantlay,116,OPENER
2018-06-11T05:36:31Z,7090,F Molinari,+103,OPENER
2018-06-11T05:36:45Z,7091,B Watson,140,OPENER
2018-06-11T05:36:45Z,7092,M Kuchar,+124,OPENER
2018-06-11T05:36:45Z,7093,T Finau,106,OPENER
2018-06-11T05:36:45Z,7094,A Scott,106,OPENER
2018-06-11T05:36:45Z,7095,A Scott,130,OPENER
2018-06-11T05:36:45Z,7096,X Schauffele,+116,OPENER
2018-06-11T05:36:59Z,7095,A Scott,-125,
2018-06-11T05:36:59Z,7096,X Schauffele,+111,
2018-06-11T05:36:59Z,7097,E Grillo,+101,OPENER
2018-06-11T05:36:59Z,7098,J Walker,114,OPENER
2018-06-11T05:37:27Z,7099,Shane Lowry,106,OPENER
2018-06-11T05:37:27Z,7100,A Wise,106,OPENER
2018-06-11T05:37:27Z,7101,J Walker,116,OPENER
2018-06-11T05:37:27Z,7102,K Stanley,+103,OPENER
2018-06-11T05:37:41Z,7103,E Grillo,106,OPENER
2018-06-11T05:37:41Z,7104,K Stanley,106,OPENER
2018-06-11T05:38:09Z,7105,B Snedeker,+116,OPENER
2018-06-11T05:38:09Z,7106,C Schwartzel,130,OPENER
2018-06-11T05:38:09Z,7107,M Kaymer,106,OPENER
2018-06-11T05:38:10Z,7108,L List,106,OPENER
2018-06-11T05:38:24Z,7109,R Cabrera-Bello,124,OPENER
2018-06-11T05:38:24Z,7110,B Snedeker,+110,OPENER
2018-06-11T05:38:56Z,7111,B Hun An,145,OPENER
2018-06-11T05:38:57Z,7112,M Fitzpatrick,+129,OPENER
2018-06-11T05:39:10Z,7113,I Poulter,106,OPENER
2018-06-11T05:39:11Z,7114,L List,106,OPENER
2018-06-11T05:40:21Z,7115,A Wise,134,OPENER
2018-06-11T05:40:21Z,7116,T Hatton,+119,OPENER
2018-06-11T05:40:54Z,7117,R Cabrera-Bello,+101,OPENER
2018-06-11T05:40:54Z,7118,C Schwartzel,114,OPENER
2018-06-11T05:41:22Z,7119,C Hadley,+113,OPENER
2018-06-11T05:41:22Z,7120,D Berger,127,OPENER
2018-06-11T05:41:22Z,7121,J Dufner,106,OPENER
2018-06-11T05:41:22Z,7122,P Uihlein,106,OPENER
2018-06-11T05:41:36Z,7123,G McDowell,+111,OPENER
2018-06-11T05:41:36Z,7124,C Hoffman,125,OPENER
2018-06-11T05:41:50Z,7125,Shane Lowry,130,OPENER
2018-06-11T05:41:50Z,7126,T Hatton,+116,OPENER
2018-06-11T05:42:04Z,7127,K Kisner,127,OPENER
2018-06-11T05:42:04Z,7128,SW Kim,+113,OPENER
2018-06-11T05:42:18Z,7129,Ca Smith,106,OPENER
2018-06-11T05:42:18Z,7130,K Aphibarnrat,106,OPENER
2018-06-11T05:42:18Z,7131,M Kaymer,106,OPENER
2018-06-11T05:42:18Z,7132,I Poulter,106,OPENER
2018-06-11T05:42:32Z,7133,Z Johnson,+116,OPENER
2018-06-11T05:42:32Z,7134,B Harman,130,OPENER
2018-06-11T05:42:32Z,7135,A Hadwin,125,OPENER
2018-06-11T05:42:32Z,7136,C Reavie,+111,OPENER
2018-06-11T05:42:46Z,7137,G Woodland,106,OPENER
2018-06-11T05:42:46Z,7138,R Henley,106,OPENER
2018-06-11T05:43:05Z,7139,T Mullinax,+107,OPENER
2018-06-11T05:43:05Z,7140,R Fisher,120,OPENER
2018-06-11T05:43:19Z,7141,C Howell III,106,OPENER
2018-06-11T05:43:19Z,7142,K Chappell,106,OPENER
2018-06-11T05:44:01Z,7143,B Steele,170,OPENER
2018-06-11T05:44:01Z,7144,L Glover,+150,OPENER
2018-06-11T05:44:01Z,7145,H Li,106,OPENER
2018-06-11T05:44:01Z,7146,D Willett,106,OPENER
2018-06-11T05:44:15Z,7147,A Levy,106,OPENER
2018-06-11T05:44:15Z,7148,M Wallace,106,OPENER
2018-06-11T05:44:30Z,7149,P Perez,175,OPENER
2018-06-11T05:44:30Z,7150,B Gay,+155,OPENER
2018-06-11T05:44:30Z,7151,S Sharma,106,OPENER
2018-06-11T05:44:30Z,7152,P Rodgers,106,OPENER
2018-06-11T05:44:44Z,7153,R Fox,+167,OPENER
2018-06-11T05:44:44Z,7154,B Haas,190,OPENER
2018-06-11T05:44:58Z,7155,S Kodaira,106,OPENER
2018-06-11T05:44:58Z,7156,B Thornberry,106,OPENER
2018-06-11T05:45:17Z,7157,S Burns,138,OPENER
2018-06-11T05:45:17Z,7158,S Munoz,+123,OPENER
2018-06-11T05:45:17Z,7159,R Castro,175,OPENER
2018-06-11T05:45:17Z,7160,R Werenski,+155,OPENER
2018-06-11T05:45:31Z,7161,J Vegas,+111,OPENER
2018-06-11T05:45:31Z,7162,J Furyk,125,OPENER
2018-06-11T05:46:27Z,7163,B Stuard,141,OPENER
2018-06-11T05:46:27Z,7164,D Ghim,+116,OPENER
2018-06-11T05:47:42Z,7005,D Johnson,-185,
2018-06-11T05:47:42Z,7006,J Day,+163,
2018-06-11T05:48:24Z,7011,D Johnson,-208,
2018-06-11T05:48:24Z,7012,R Fowler,+183,
2018-06-11T05:48:39Z,7015,D Johnson,-167,
2018-06-11T05:48:39Z,7016,J Thomas,+148,
2018-06-11T05:48:53Z,7017,D Johnson,-167,
2018-06-11T05:48:53Z,7018,J Rose,+148,
2018-06-11T05:49:39Z,7025,J Spieth,-167,
2018-06-11T05:49:39Z,7026,H Stenson,+148,
2018-06-11T05:50:22Z,7029,J Spieth,-167,
2018-06-11T05:50:22Z,7030,H Matsuyama,+148,
2018-06-11T05:50:36Z,7033,J Rahm,+100,
2018-06-11T05:50:36Z,7034,T Woods,-112,
2018-06-11T05:51:03Z,7035,J Spieth,-126,
2018-06-11T05:51:03Z,7036,J Rahm,+112,
2018-06-11T05:51:50Z,7043,J Rahm,+100,
2018-06-11T05:51:50Z,7044,B Koepka,-112,
2018-06-11T05:52:18Z,7047,J Rahm,-140,
2018-06-11T05:52:18Z,7048,H Stenson,+124,
2018-06-11T05:52:46Z,7053,T Woods,-149,
2018-06-11T05:52:46Z,7054,H Matsuyama,+132,
2018-06-11T05:53:03Z,7005,D Johnson,-180,
2018-06-11T05:53:03Z,7006,J Day,+159,
2018-06-11T05:53:03Z,7011,D Johnson,-200,
2018-06-11T05:53:03Z,7012,R Fowler,+176,
2018-06-11T05:53:03Z,7015,D Johnson,-160,
2018-06-11T05:53:03Z,7016,J Thomas,+142,
2018-06-11T05:53:03Z,7017,D Johnson,-160,
2018-06-11T05:53:03Z,7018,J Rose,+142,
2018-06-11T05:53:03Z,7051,T Woods,-149,
2018-06-11T05:53:03Z,7052,H Stenson,+132,
2018-06-11T05:53:17Z,7025,J Spieth,-160,
2018-06-11T05:53:17Z,7026,H Stenson,+142,
2018-06-11T05:53:17Z,7029,J Spieth,-160,
2018-06-11T05:53:17Z,7030,H Matsuyama,+142,
2018-06-11T05:53:17Z,7033,J Rahm,-103,
2018-06-11T05:53:17Z,7034,T Woods,-109,
2018-06-11T05:53:18Z,7035,J Spieth,-122,
2018-06-11T05:53:18Z,7036,J Rahm,+109,
2018-06-11T05:53:18Z,7043,J Rahm,-103,
2018-06-11T05:53:18Z,7044,B Koepka,-109,
2018-06-11T05:53:18Z,7047,J Rahm,-135,
2018-06-11T05:53:18Z,7048,H Stenson,+120,
2018-06-11T05:53:18Z,7057,B Koepka,-149,
2018-06-11T05:53:18Z,7058,H Matsuyama,+132,
2018-06-11T05:53:31Z,7051,T Woods,-144,
2018-06-11T05:53:31Z,7052,H Stenson,+128,
2018-06-11T05:53:31Z,7053,T Woods,-144,
2018-06-11T05:53:31Z,7054,H Matsuyama,+128,
2018-06-11T05:53:31Z,7057,B Koepka,-144,
2018-06-11T05:53:31Z,7058,H Matsuyama,+128,
2018-06-11T05:53:45Z,7055,B Koepka,-149,
2018-06-11T05:53:45Z,7056,H Stenson,+132,
2018-06-11T05:54:04Z,7055,B Koepka,-145,
2018-06-11T05:54:04Z,7056,H Stenson,+129,
2018-06-11T05:54:04Z,7059,P Mickelson,-121,
2018-06-11T05:54:04Z,7060,B Grace,+108,
2018-06-11T05:54:18Z,7061,P Reed,-113,
2018-06-11T05:54:18Z,7062,S Garcia,+101,
2018-06-11T05:54:32Z,7061,P Reed,-116,
2018-06-11T05:54:32Z,7062,S Garcia,+103,
2018-06-11T05:54:32Z,7063,P Reed,-113,
2018-06-11T05:54:32Z,7064,T Fleetwood,+101,
2018-06-11T05:55:01Z,7063,P Reed,-116,
2018-06-11T05:55:01Z,7064,T Fleetwood,+103,
2018-06-11T05:55:01Z,7065,B Grace,-116,
2018-06-11T05:55:01Z,7066,B Dechambeau,+103,
2018-06-11T05:55:15Z,7165,A Baddeley,+131,OPENER
2018-06-11T05:55:15Z,7166,S Im,160,OPENER
2018-06-11T05:55:29Z,7167,M Jones,+115,OPENER
2018-06-11T05:55:29Z,7168,S Stallings,140,OPENER
2018-06-11T05:55:43Z,7169,C Naegel,110,OPENER
2018-06-11T05:55:43Z,7170,L Gagne,110,OPENER
2018-06-11T05:55:43Z,7171,W Liang,110,OPENER
2018-06-11T05:55:43Z,7172,W Grimmer,110,OPENER
2018-06-11T05:55:57Z,7081,T Fleetwood,-113,
2018-06-11T05:55:58Z,7082,S Garcia,+101,
2018-06-11T05:55:58Z,7173,E Axley,110,OPENER
2018-06-11T05:55:58Z,7174,G Rank,110,OPENER
2018-06-11T05:56:16Z,7175,T Duncan,110,OPENER
2018-06-11T05:56:16Z,7176,R Hoshino,110,OPENER
2018-06-11T05:56:16Z,7177,C Babcock,110,OPENER
2018-06-11T05:56:16Z,7178,F Huang,110,OPENER
2018-06-11T05:56:44Z,7085,W Simpson,-128,
2018-06-11T05:56:44Z,7086,M Kuchar,+114,
2018-06-11T05:56:44Z,7179,D Bransdon,+127,OPENER
2018-06-11T05:56:44Z,7180,D Meyer,155,OPENER
2018-06-11T05:56:58Z,7181,L Griffin,110,OPENER
2018-06-11T05:56:58Z,7182,M Hebert,110,OPENER
2018-06-11T05:56:58Z,7183,D Gazzolo,110,OPENER
2018-06-11T05:56:58Z,7184,J Bergeron,110,OPENER
2018-06-11T05:57:12Z,7087,T Finau,-128,
2018-06-11T05:57:12Z,7088,X Schauffele,+114,
2018-06-11T05:57:12Z,7185,N Goodwin,215,OPENER
2018-06-11T05:57:12Z,7186,S Ban,+174,OPENER
2018-06-11T05:57:26Z,7081,T Fleetwood,-116,
2018-06-11T05:57:26Z,7082,S Garcia,+103,
2018-06-11T05:57:26Z,7093,T Finau,-106,
2018-06-11T05:57:26Z,7094,A Scott,-106,
2018-06-11T05:57:41Z,7065,B Grace,-114,
2018-06-11T05:57:41Z,7066,B Dechambeau,+101,
2018-06-11T05:57:41Z,7085,W Simpson,-124,
2018-06-11T05:57:41Z,7086,M Kuchar,+110,
2018-06-11T05:57:41Z,7087,T Finau,-131,
2018-06-11T05:57:41Z,7088,X Schauffele,+116,
2018-06-11T05:57:41Z,7091,B Watson,-130,
2018-06-11T05:57:41Z,7092,M Kuchar,+116,
2018-06-11T05:57:55Z,7091,B Watson,-127,
2018-06-11T05:57:55Z,7092,M Kuchar,+113,
2018-06-11T05:57:55Z,7093,T Finau,-108,
2018-06-11T05:57:55Z,7094,A Scott,-104,
2018-06-11T05:58:09Z,7097,E Grillo,-106,
2018-06-11T05:58:09Z,7098,J Walker,-106,
2018-06-11T05:58:28Z,7187,E Els,110,OPENER
2018-06-11T05:58:28Z,7188,S Akiyoshi,110,OPENER
2018-06-11T05:58:29Z,7189,S Hagestad,+107,OPENER
2018-06-11T05:58:29Z,7190,T Humphrey,130,OPENER
2018-06-11T05:58:29Z,7191,M Miller,+115,OPENER
2018-06-11T05:58:29Z,7192,R Evans,140,OPENER
2018-06-11T05:58:42Z,7193,H Ellis,+174,OPENER
2018-06-11T05:58:42Z,7194,K Perry,215,OPENER
2018-06-11T05:58:56Z,7195,T Strafaci,110,OPENER
2018-06-11T05:58:56Z,7196,W Zalatoris,110,OPENER
2018-06-11T05:58:56Z,7197,M Parziale,110,OPENER
2018-06-11T05:58:56Z,7198,M Block,110,OPENER
2018-06-11T05:59:24Z,7199,M Putnam,140,OPENER
2018-06-11T05:59:24Z,7200,C Miller,+115,OPENER
2018-06-11T05:59:38Z,7201,M DeMorat,110,OPENER
2018-06-11T05:59:39Z,7202,T Wilkinson,110,OPENER
2018-06-11T05:59:39Z,7203,P Barbaree,110,OPENER
2018-06-11T05:59:39Z,7204,R Lumsden,110,OPENER
2018-06-11T06:00:07Z,7097,E Grillo,-108,
2018-06-11T06:00:07Z,7098,J Walker,-104,
2018-06-11T06:00:40Z,7205,T Wiseman,110,OPENER
2018-06-11T06:00:40Z,7206,C Yu,110,OPENER
2018-06-11T06:00:40Z,7207,R Rasmussen,110,OPENER
2018-06-11T06:00:40Z,7208,S Vazquez,110,OPENER
2018-06-11T06:00:40Z,7209,S Raza,110,OPENER
2018-06-11T06:00:40Z,7210,S Park,110,OPENER
2018-06-11T06:01:28Z,7211,C Hill,110,OPENER
2018-06-11T06:01:28Z,7212,C Wilson,110,OPENER
2018-06-11T06:18:45Z,7007,R McIlroy,-114,
2018-06-11T06:18:45Z,7008,J Thomas,+101,
2018-06-11T06:19:27Z,7019,R McIlroy,-130,
2018-06-11T06:19:27Z,7020,J Day,+116,
2018-06-11T06:20:28Z,7027,R McIlroy,-146,
2018-06-11T06:20:28Z,7028,R Fowler,+130,
2018-06-11T06:24:03Z,7105,B Snedeker,+106,
2018-06-11T06:24:03Z,7106,C Schwartzel,-119,
2018-06-11T06:24:35Z,7111,B Hun An,-132,
2018-06-11T06:24:35Z,7112,M Fitzpatrick,+117,
2018-06-11T06:24:49Z,7103,E Grillo,-117,
2018-06-11T06:24:49Z,7104,K Stanley,+104,
2018-06-11T06:25:17Z,7113,I Poulter,-117,
2018-06-11T06:25:17Z,7114,L List,+104,
2018-06-11T06:25:46Z,7117,R Cabrera-Bello,-108,
2018-06-11T06:25:46Z,7118,C Schwartzel,-104,
2018-06-11T06:26:14Z,7119,C Hadley,+103,
2018-06-11T06:26:14Z,7120,D Berger,-116,
2018-06-11T06:27:14Z,7131,M Kaymer,+104,
2018-06-11T06:27:14Z,7132,I Poulter,-117,
2018-06-11T06:27:29Z,7133,Z Johnson,+106,
2018-06-11T06:27:29Z,7134,B Harman,-119,
2018-06-11T06:27:56Z,7135,A Hadwin,-114,
2018-06-11T06:27:56Z,7136,C Reavie,+101,
2018-06-11T06:28:24Z,7137,G Woodland,+104,
2018-06-11T06:28:24Z,7138,R Henley,-117,
2018-06-11T06:28:38Z,7141,C Howell III,-117,
2018-06-11T06:28:38Z,7142,K Chappell,+104,
2018-06-11T06:28:52Z,7143,B Steele,-154,
2018-06-11T06:28:52Z,7144,L Glover,+137,
2018-06-11T06:29:25Z,7145,H Li,-117,
2018-06-11T06:29:25Z,7146,D Willett,+104,
2018-06-11T06:29:39Z,7147,A Levy,-117,
2018-06-11T06:29:39Z,7148,M Wallace,+104,
2018-06-11T06:49:31Z,7001,J Rose,-115,
2018-06-11T06:49:31Z,7002,J Thomas,+102,
2018-06-11T06:49:31Z,7015,D Johnson,-167,
2018-06-11T06:49:31Z,7016,J Thomas,+148,
2018-06-11T06:49:31Z,7023,J Rose,-129,
2018-06-11T06:49:31Z,7024,J Day,+115,
2018-06-11T06:49:46Z,7031,J Spieth,-114,
2018-06-11T06:49:46Z,7032,T Woods,+101,
2018-06-11T06:49:46Z,7037,J Spieth,-115,
2018-06-11T06:49:46Z,7038,B Koepka,+102,
2018-06-11T06:49:46Z,7041,J Thomas,-127,
2018-06-11T06:49:46Z,7042,R Fowler,+113,
2018-06-11T06:49:46Z,7071,H Stenson,-110,
2018-06-11T06:49:46Z,7072,H Matsuyama,-102,
2018-06-11T06:49:46Z,7073,P Casey,-121,
2018-06-11T06:49:46Z,7074,L Oosthuizen,+108,
2018-06-11T06:49:46Z,7079,W Simpson,-110,
2018-06-11T06:49:46Z,7080,B Watson,-102,
2018-06-11T06:49:47Z,7091,B Watson,-119,
2018-06-11T06:49:47Z,7092,M Kuchar,+106,
2018-06-11T06:49:47Z,7093,T Finau,-104,
2018-06-11T06:49:47Z,7094,A Scott,-108,
2018-06-11T06:49:47Z,7095,A Scott,-131,
2018-06-11T06:49:47Z,7096,X Schauffele,+116,
2018-06-11T06:50:00Z,7001,J Rose,-118,
2018-06-11T06:50:00Z,7002,J Thomas,+105,
2018-06-11T06:50:28Z,7023,J Rose,-134,
2018-06-11T06:50:28Z,7024,J Day,+119,
2018-06-11T06:50:28Z,7037,J Spieth,-111,
2018-06-11T06:50:28Z,7038,B Koepka,-101,
2018-06-11T06:50:42Z,7041,J Thomas,-124,
2018-06-11T06:50:42Z,7042,R Fowler,+110,
2018-06-11T06:50:42Z,7071,H Stenson,-114,
2018-06-11T06:50:42Z,7072,H Matsuyama,+101,
2018-06-11T06:50:56Z,7073,P Casey,-125,
2018-06-11T06:50:56Z,7074,L Oosthuizen,+111,
2018-06-11T06:51:10Z,7079,W Simpson,-114,
2018-06-11T06:51:10Z,7080,B Watson,+101,
2018-06-11T06:51:11Z,7091,B Watson,-116,
2018-06-11T06:51:11Z,7092,M Kuchar,+103,
2018-06-11T06:52:11Z,7095,A Scott,-135,
2018-06-11T06:52:11Z,7096,X Schauffele,+120,
2018-06-11T06:56:00Z,7109,R Cabrera-Bello,-129,
2018-06-11T06:56:00Z,7110,B Snedeker,+115,
2018-06-11T06:56:00Z,7129,Ca Smith,-102,
2018-06-11T06:56:00Z,7130,K Aphibarnrat,-110,
2018-06-11T06:56:00Z,7137,G Woodland,+100,
2018-06-11T06:56:00Z,7138,R Henley,-112,
2018-06-11T06:56:00Z,7139,T Mullinax,+112,
2018-06-11T06:56:00Z,7140,R Fisher,-126,
2018-06-11T06:56:00Z,7141,C Howell III,-123,
2018-06-11T06:56:00Z,7142,K Chappell,+109,
2018-06-11T06:56:00Z,7145,H Li,-125,
2018-06-11T06:56:00Z,7146,D Willett,+111,
2018-06-11T06:56:14Z,7129,Ca Smith,+101,
2018-06-11T06:56:14Z,7130,K Aphibarnrat,-114,
2018-06-11T06:56:28Z,7139,T Mullinax,+114,
2018-06-11T06:56:28Z,7140,R Fisher,-128,
2018-06-11T06:56:42Z,7141,C Howell III,-127,
2018-06-11T06:56:42Z,7142,K Chappell,+113,
2018-06-11T06:56:56Z,7145,H Li,-127,
2018-06-11T06:56:56Z,7146,D Willett,+113,
2018-06-11T06:57:10Z,7123,G McDowell,+110,
2018-06-11T06:57:10Z,7124,C Hoffman,-124,
2018-06-11T06:57:10Z,7145,H Li,-130,
2018-06-11T06:57:10Z,7146,D Willett,+116,
2018-06-11T06:57:27Z,7127,K Kisner,-125,
2018-06-11T06:57:27Z,7128,SW Kim,+111,
2018-06-11T07:00:29Z,7055,B Koepka,-134,
2018-06-11T07:00:29Z,7056,H Stenson,+119,
2018-06-11T07:01:33Z,7055,B Koepka,-132,
2018-06-11T07:01:34Z,7056,H Stenson,+117,
2018-06-11T07:03:31Z,7149,P Perez,-168,
2018-06-11T07:03:31Z,7150,B Gay,+149,
2018-06-11T07:03:31Z,7159,R Castro,-168,
2018-06-11T07:03:31Z,7160,R Werenski,+149,
2018-06-11T07:03:31Z,7163,B Stuard,-132,
2018-06-11T07:03:31Z,7164,D Ghim,+109,
2018-06-11T07:16:33Z,7113,I Poulter,-105,
2018-06-11T07:16:33Z,7114,L List,-107,
2018-06-11T07:17:29Z,7117,R Cabrera-Bello,-120,
2018-06-11T07:17:29Z,7118,C Schwartzel,+107,
2018-06-11T07:18:44Z,7005,D Johnson,-172,
2018-06-11T07:18:44Z,7006,J Day,+152,
2018-06-11T07:18:44Z,7011,D Johnson,-191,
2018-06-11T07:18:44Z,7012,R Fowler,+168,
2018-06-11T07:18:44Z,7015,D Johnson,-160,
2018-06-11T07:18:44Z,7016,J Thomas,+142,
2018-06-11T07:19:12Z,7005,D Johnson,-165,
2018-06-11T07:19:12Z,7006,J Day,+146,
2018-06-11T07:19:12Z,7011,D Johnson,-182,
2018-06-11T07:19:12Z,7012,R Fowler,+161,
2018-06-11T07:19:26Z,7015,D Johnson,-157,
2018-06-11T07:19:26Z,7016,J Thomas,+139,
2018-06-11T07:19:40Z,7119,C Hadley,-101,
2018-06-11T07:19:40Z,7120,D Berger,-111,
2018-06-11T07:19:54Z,7119,C Hadley,-103,
2018-06-11T07:19:54Z,7120,D Berger,-109,
2018-06-11T07:19:54Z,7123,G McDowell,+106,
2018-06-11T07:19:54Z,7124,C Hoffman,-119,
2018-06-11T07:20:22Z,7123,G McDowell,+101,
2018-06-11T07:20:22Z,7124,C Hoffman,-114,
2018-06-11T07:24:44Z,7165,A Baddeley,+114,
2018-06-11T07:24:44Z,7166,S Im,-138,
2018-06-11T07:24:57Z,7165,A Baddeley,+111,
2018-06-11T07:24:57Z,7166,S Im,-134,
2018-06-11T07:31:52Z,7091,B Watson,-106,
2018-06-11T07:31:52Z,7092,M Kuchar,-106,
2018-06-11T07:34:41Z,7043,J Rahm,-107,
2018-06-11T07:34:41Z,7044,B Koepka,-105,
2018-06-11T07:34:41Z,7049,T Woods,-110,
2018-06-11T07:34:41Z,7050,B Koepka,-102,
2018-06-11T07:35:22Z,7049,T Woods,-114,
2018-06-11T07:35:22Z,7050,B Koepka,+101,
2018-06-11T07:35:36Z,7043,J Rahm,-109,
2018-06-11T07:35:36Z,7044,B Koepka,-103,
2018-06-11T07:36:21Z,7043,J Rahm,-111,
2018-06-11T07:36:21Z,7044,B Koepka,-101,
2018-06-11T07:36:48Z,7049,T Woods,-117,
2018-06-11T07:36:48Z,7050,B Koepka,+104,
2018-06-11T07:41:32Z,7025,J Spieth,-153,
2018-06-11T07:41:32Z,7026,H Stenson,+136,
2018-06-11T07:41:32Z,7027,R McIlroy,-140,
2018-06-11T07:41:32Z,7028,R Fowler,+124,
2018-06-11T07:41:32Z,7029,J Spieth,-153,
2018-06-11T07:41:32Z,7030,H Matsuyama,+136,
2018-06-11T07:41:32Z,7057,B Koepka,-138,
